14,14
15,14
15,15
16,13
16,14
16,15
16,16
17,12
17,13
17,14
17,15
17,16
17,17
18,11
18,12
18,13
18,14
18,15
18,16
18,17
18,18
19,11
19,12
19,13
19,14
19,15
19,16
19,17
19,18
19,19
20,10
20,11
20,12
20,13
20,14
20,15
20,16
20,17
20,18
20,19
20,20
21,9
21,10
21,11
21,12
21,13
21,14
21,15
21,16
21,17
21,18
21,19
22,9
22,10
22,11
22,12
22,13
22,14
22,15
22,16
22,17
22,18
23,9
23,10
23,11
23,12
23,13
23,14
23,15
23,16
23,17
24,8
24,9
24,10
24,11
24,12
24,13
24,14
24,15
24,16
24,17
25,8
25,9
25,10
25,11
25,12
25,13
25,14
25,15
25,16
26,8
26,9
26,10
26,11
26,12
26,13
26,14
26,15
26,16
27,8
27,9
27,10
27,11
27,12
27,13
27,14
27,15
28,7
28,8
28,9
28,10
28,11
28,12
28,13
28,14
28,15
29,7
29,8
29,9
29,10
29,11
29,12
29,13
29,14
29,15
30,7
30,8
30,9
30,10
30,11
30,12
30,13
30,14
30,15
31,7
31,8
31,9
31,10
31,11
31,12
31,13
31,14
31,15
32,7
32,8
32,9
32,10
32,11
32,12
32,13
32,14
32,15
33,7
33,8
33,9
33,10
33,11
33,12
33,13
33,14
33,15
34,7
34,8
34,9
34,10
34,11
34,12
34,13
34,14
34,15
35,7
35,8
35,9
35,10
35,11
35,12
35,13
35,14
35,15
36,7
36,8
36,9
36,10
36,11
36,12
36,13
36,14
36,15
37,8
37,9
37,10
37,11
37,12
37,13
37,14
37,15
38,8
38,9
38,10
38,11
38,12
38,13
38,14
38,15
38,16
39,8
39,9
39,10
39,11
39,12
39,13
39,14
39,15
39,16
40,8
40,9
40,10
40,11
40,12
40,13
40,14
40,15
40,16
40,17
41,9
41,10
41,11
41,12
41,13
41,14
41,15
41,16
41,17
42,9
42,10
42,11
42,12
42,13
42,14
42,15
42,16
42,17
42,18
43,9
43,10
43,11
43,12
43,13
43,14
43,15
43,16
43,17
43,18
43,19
44,10
44,11
44,12
44,13
44,14
44,15
44,16
44,17
44,18
44,19
44,20
45,11
45,12
45,13
45,14
45,15
45,16
45,17
45,18
45,19
46,11
46,12
46,13
46,14
